,都道府県名,市町村名,条例名,提案主体,"原案
可決","修正
可決",議決年月日,施行年月日,備考,和暦年,和暦月,jyorei_nendo,jyorei_year,time_pm
94,福井県,大野市,大野市空き家等の適正管理に関する条例,議員,○,,24.9.20,25.4.1,,24,9,2012.0,2012,福井県大野市
95,長野県,飯田市,飯田市自治基本条例（改正）,議員,○,,25.3.22,25.3.25,,25,3,2012.0,2013,長野県飯田市
96,長野県,安曇野市,安曇野市福祉基金条例（改正）,議員,○,,25.9.17,25.9.25,,25,9,2013.0,2013,長野県安曇野市
97,長野県,軽井沢町,"軽井沢町の長期継続契約を締結することができる
契約を定める条例（改正）",委員会,○,,24.9.27,24.9.28,,24,9,2012.0,2012,長野県軽井沢町
98,長野県,宮田村,宮田村みやだワインで乾杯条例,議員,○,,26.3.17,26.3.17,,26,3,2013.0,2014,長野県宮田村
99,長野県,信濃町,信濃町住民投票条例,議員,○,,24.9.25,24.9.27,,24,9,2012.0,2012,長野県信濃町
100,岐阜県,多治見市,多治見市民の歯と口腔の健康づくり推進条例,委員会,○,,25.3.22,25.4.1,,25,3,2012.0,2013,岐阜県多治見市
101,岐阜県,北方町,福祉医療費助成に関する条例（改正）,委員会,○,,25.12.13,26.4.1,,25,12,2013.0,2013,岐阜県北方町
102,愛知県,名古屋市,名古屋市歯と口腔の健康づくり推進条例,議員,○,,25.3.22,25.3.29,,25,3,2012.0,2013,愛知県名古屋市
103,愛知県,名古屋市,名古屋市児童を虐待から守る条例,議員,○,,25.3.22,25.4.1,,25,3,2012.0,2013,愛知県名古屋市
104,愛知県,名古屋市,名古屋市空家等対策の推進に関する条例,議員,○,,26.3.19,"26.4.1
(一部
26.7.1)",,26,3,2013.0,2014,愛知県名古屋市
105,愛知県,岡崎市,岡崎市防災基本条例,委員会,○,,24.10.2,24.10.4,,24,10,2012.0,2012,愛知県岡崎市
106,愛知県,半田市,半田市知多酒で乾杯を推進する条例,議員,○,,25.10.2,25.10.2,,25,10,2013.0,2013,愛知県半田市
107,愛知県,豊田市,"豊田市再生可能エネルギーの導入の推進に関する
条例",議員,○,,26.3.19,26.3.25,,26,3,2013.0,2014,愛知県豊田市
108,愛知県,常滑市,"常滑焼の器に注いだ地酒による乾杯を推進する条
例の制定について",議員,○,,25.9.13,25.9.13,,25,9,2013.0,2013,愛知県常滑市
109,愛知県,南知多町,"南知多もぎたてみかん酒及び知多産の日本酒で乾
杯を推進する条例",議員,○,,26.3.19,26.3.20,,26,3,2013.0,2014,愛知県南知多町
110,三重県,四日市市,四日市市観光大使設置条例,議員,,○,24.9.20,24.9.20,,24,9,2012.0,2012,三重県四日市市
111,三重県,名張市,名張市ばりばり食育条例,議員,○,,25.9.30,25.10.2,,25,9,2013.0,2013,三重県名張市
112,三重県,名張市,伊賀名張の酒・名酒で乾杯を推進する条例,議員,○,,25.12.4,25.12.4,,25,12,2013.0,2013,三重県名張市
113,三重県,いなべ市,いなべ市みんなで支え合う災害対策基本条例,議員,○,,25.6.21,25.6.27,,25,6,2013.0,2013,三重県いなべ市
114,三重県,伊賀市,伊賀市乾杯条例,議員,○,,25.12.25,25.12.27,,25,12,2013.0,2013,三重県伊賀市
115,三重県,伊賀市,"伊賀市の出資法人への関わり方の基本的事項を定
める条例",委員会,○,,26.3.25,26.4.1,,26,3,2013.0,2014,三重県伊賀市
116,三重県,伊賀市,伊賀市補助金等適正化条例,委員会,○,,26.3.25,26.4.1,,26,3,2013.0,2014,三重県伊賀市
117,三重県,伊賀市,"伊賀市公の施設に係る指定管理者の指定手続等に
関する条例（改正）",委員会,○,,26.3.25,26.4.1,,26,3,2013.0,2014,三重県伊賀市
118,三重県,菰野町,菰野町福祉医療費の助成に関する条例（改正）,委員会,○,,24.6.26,24.9.1,,24,6,2012.0,2012,三重県菰野町
119,滋賀県,大津市,大津市子どものいじめの防止に関する条例,議員,○,,25.2.19,25.4.1,,25,2,2012.0,2013,滋賀県大津市
120,滋賀県,近江八幡市,近江八幡市スポーツ推進条例,議員,○,,25.3.21,25.4.1,,25,3,2012.0,2013,滋賀県近江八幡市
121,滋賀県,野洲市,野洲市空き家の適正管理に関する条例,委員会,○,,24.12.14,25.4.1,,24,12,2012.0,2012,滋賀県野洲市
122,滋賀県,豊郷町,豊郷町簡易水道給水条例（改正）,議員,,○,25.12.18,26.4.1,,25,12,2013.0,2013,滋賀県豊郷町
123,京都府,京都市,京都市清酒の普及の促進に関する条例,議員,,○,24.12.26,25.1.15,,24,12,2012.0,2012,京都府京都市
124,京都府,京都市,京都市交通安全基本条例,議員,○,,25.5.28,25.7.1,,25,5,2013.0,2013,京都府京都市
125,京都府,宇治市,宇治市自転車の安全な利用を促進する条例,委員会,○,,25.1.29,25.4.1,,25,1,2012.0,2013,京都府宇治市
126,京都府,宇治市,"宇治市民間集会所環境整備事業費補助金の交付に
関する条例",議員,○,,25.3.28,25.4.1,,25,3,2012.0,2013,京都府宇治市
127,京都府,亀岡市,亀岡市暴力団排除条例,委員会,○,,24.6.18,25.4.1,,24,6,2012.0,2012,京都府亀岡市
128,京都府,与謝野町,与謝野町地酒の普及の促進に関する条例,委員会,○,,25.6.20,25.6.20,,25,6,2013.0,2013,京都府与謝野町
129,大阪府,堺市,堺市がん対策推進条例,議員,○,,24.9.27,25.1.1,,24,9,2012.0,2012,大阪府堺市
130,大阪府,吹田市,"吹田市長の給料及び期末手当の特例に関する条例
(改正)",委員会,○,,25.9.26,25.10.1,,25,9,2013.0,2013,大阪府吹田市
131,大阪府,大東市,大東市マナー条例,委員会,○,,25.3.25,25.10.1,,25,3,2012.0,2013,大阪府大東市
132,大阪府,羽曳野市,"羽曳野市乳幼児等の医療費の助成に関する条例
(改正）",議員,○,,25.12.25,26.7.1,,25,12,2013.0,2013,大阪府羽曳野市
133,大阪府,千早赤阪村,千早赤阪村防犯まちづくり条例,議員,○,,26.3.24,26.4.1,,26,3,2013.0,2014,大阪府千早赤阪村
134,兵庫県,神戸市,"神戸市における災害時の要援護者への支援に関す
る条例",議員,○,,25.2.25,25.4.1,,25,2,2012.0,2013,兵庫県神戸市
135,兵庫県,神戸市,神戸市がん対策推進条例,議員,○,,26.3.27,26.4.1,,26,3,2013.0,2014,兵庫県神戸市
136,兵庫県,姫路市,"姫路市日本酒の振興及び日本酒を活用した地域観
光の促進による地域の活性化に関する条例",委員会,○,,25.10.3,25.10.4,,25,10,2013.0,2013,兵庫県姫路市
137,兵庫県,尼崎市,国旗の掲揚に関する条例,議員,,○,24.6.26,24.7.6,,24,6,2012.0,2012,兵庫県尼崎市
138,兵庫県,尼崎市,動物愛護基金条例,議員,○,,24.6.26,24.11.1,,24,6,2012.0,2012,兵庫県尼崎市
139,兵庫県,明石市,"明石市教育環境保全のためのラブホテル、パチン
コ店及びゲームセンターの建築等の規制に関する
条例（改正）",議員,○,,25.3.14,25.4.1,,25,3,2012.0,2013,兵庫県明石市
140,兵庫県,明石市,"明石市の伝統産業である清酒による乾杯の普及の
促進に関する条例制定のこと",議員,○,,25.9.12,25.11.1,,25,9,2013.0,2013,兵庫県明石市
141,兵庫県,伊丹市,"清酒発祥の地伊丹の清酒の普及の促進に関する条
例",議員,○,,25.9.26,25.10.1,,25,9,2013.0,2013,兵庫県伊丹市
142,兵庫県,三木市,三木市日本酒による乾杯を推進する条例,議員,○,,25.6.21,25.6.24,,25,6,2013.0,2013,兵庫県三木市
143,兵庫県,丹波市,"地方自治法の一部を改正する法律の施行に伴う関
係条例の整理に関する条例",委員会,○,,25.2.25,25.3.1,,25,2,2012.0,2013,兵庫県丹波市
144,兵庫県,宍粟市,"日本酒発祥の地宍粟市日本酒文化の普及の促進に
関する条例",議員,○,,25.12.16,26.1.1,,25,12,2013.0,2013,兵庫県宍粟市
145,兵庫県,加東市,加東市日本酒による乾杯を推進する条例,委員会,○,,25.6.3,25.6.6,,25,6,2013.0,2013,兵庫県加東市
146,兵庫県,上郡町,上郡町ホタル条例,議員,○,,25.6.10,25.6.10,,25,6,2013.0,2013,兵庫県上郡町
147,兵庫県,香美町,香美町今日の良き日、日本酒で乾杯条例,議員,○,,25.12.18,26.1.1,,25,12,2013.0,2013,兵庫県香美町
148,兵庫県,香美町,香美町魚食の普及の促進に関する条例,議員,○,,26.2.28,26.4.1,,26,2,2013.0,2014,兵庫県香美町
149,兵庫県,新温泉町,新温泉町日本酒の普及の促進に関する条例,議員,○,,25.9.26,25.10.1,,25,9,2013.0,2013,兵庫県新温泉町
150,奈良県,奈良市,奈良市個人情報保護条例（一部改正）,議員,○,,24.12.18,25.4.1,,24,12,2012.0,2012,奈良県奈良市
151,奈良県,奈良市,奈良市実費弁償条例（一部改正）,議員,○,,24.12.18,25.3.1,,24,12,2012.0,2012,奈良県奈良市
152,奈良県,奈良市,"奈良市カラスによる被害の防止及び良好な生活環
境を守る条例",議員,,○,25.6.5,25.10.1,,25,6,2013.0,2013,奈良県奈良市
153,奈良県,奈良市,奈良市清酒の普及の促進に関する条例,議員,○,,25.12.3,25.12.4,,25,12,2013.0,2013,奈良県奈良市
154,奈良県,吉野町,吉野町をきれいにする条例（改正）,議員,○,,25.6.10,25.6.12,,25,6,2013.0,2013,奈良県吉野町
155,和歌山県,和歌山市,和歌山市みんなでとりくむ災害対策基本条例,議員,○,,25.3.25,25.4.1,,25,3,2012.0,2013,和歌山県和歌山市
156,和歌山県,海南市,海南市地酒で乾杯を推進する条例,議員,○,,25.10.2,25.10.2,,25,10,2013.0,2013,和歌山県海南市
157,和歌山県,田辺市,"田辺市紀州梅酒による乾杯及び梅干しの普及に関
する条例",議員,○,,25.12.2,25.12.2,,25,12,2013.0,2013,和歌山県田辺市
158,和歌山県,日高川町,日高川町育英奨学基金条例,議員,○,,24.6.21,25.1.1,,24,6,2012.0,2012,和歌山県日高川町
159,鳥取県,鳥取市,鳥取市防災の日を定める条例,議員,○,,25.12.3,25.12.5,,25,12,2013.0,2013,鳥取県鳥取市
160,鳥取県,八頭町,"八頭町民間企業の宅地造成事業に伴う補助金交付
条例",議員,○,,24.6.25,24.6.25,,24,6,2012.0,2012,鳥取県八頭町
161,島根県,浜田市,"浜田市市政に係る重要な事項の議決等に関する条
例（改正）",議員,○,,26.3.7,26.4.1,,26,3,2013.0,2014,島根県浜田市
162,島根県,邑南町,邑南町地酒による乾杯を推進する条例,委員会,○,,25.12.13,26.1.1,,25,12,2013.0,2013,島根県邑南町
163,島根県,津和野町,地酒で乾杯を推進する条例,議員,○,,25.12.19,25.12.19,,25,12,2013.0,2013,島根県津和野町
164,島根県,隠岐の島町,隠岐産清酒による乾杯を推進する条例,委員会,○,,26.3.13,26.3.24,,26,3,2013.0,2014,島根県隠岐の島町
165,岡山県,岡山市,岡山市歯と口腔の健康づくり条例,議員,○,,24.9.27,24.9.28,,24,9,2012.0,2012,岡山県岡山市
166,岡山県,倉敷市,倉敷市空き家等の適正管理に関する条例,議員,○,,24.12.14,25.4.1,,24,12,2012.0,2012,岡山県倉敷市
167,岡山県,高梁市,高梁市産の清酒の普及促進に関する条例,議員,○,,25.12.24,25.12.25,,25,12,2013.0,2013,岡山県高梁市
168,岡山県,瀬戸内市,瀬戸内市がん対策推進条例,議員,○,,25.3.5,25.4.1,,25,3,2012.0,2013,岡山県瀬戸内市
169,岡山県,赤磐市,赤磐市の地酒で乾杯を推進する条例,議員,○,,25.12.19,25.12.19,,25,12,2013.0,2013,岡山県赤磐市
170,岡山県,真庭市,真庭市の地酒で乾杯を推進する条例,議員,○,,25.9.24,25.9.24,,25,9,2013.0,2013,岡山県真庭市
171,岡山県,浅口市,浅口市地酒の普及を促進する条例,委員会,○,,26.3.12,26.3.17,,26,3,2013.0,2014,岡山県浅口市
172,広島県,呉市,呉市空き家等の適正管理に関する条例,議員,○,,25.6.10,26.1.1,,25,6,2013.0,2013,広島県呉市
173,広島県,東広島市,東広島市日本酒の普及の促進に関する条例,委員会,○,,25.6.7,25.7.1,,25,6,2013.0,2013,広島県東広島市
174,広島県,海田町,"海田町庁舎建設場所について町民の意思を問う住
民投票条例",議員,○,,25.12.4,25.12.13,,25,12,2013.0,2013,広島県海田町
175,広島県,北広島町,北広島町の地酒で乾杯を推進する条例,議員,○,,26.3.19,26.4.1,,26,3,2013.0,2014,広島県北広島町
